participantid_in_session,participantcode,participanttime_started,participantpayoff,id,playersubsession_id,playergroup_id,playerpayoff,groupid_in_subsession,groupe_g,groupshockround,control,groupcheckr,grouphistoryc1,grouphistoryc2,grouphistoryr1,grouphistoryr2,grouppayoff1,grouppayoff1f,groupcheckpayoff1f,grouppayoff2,grouprpayoff1,grouppayoff_p1,grouppayoff_p2,groupsubsession_id,Period,sessioncode,sessionlabel,sessionexperimenter_name,sessionmturk_HITId,sessionmturk_HITGroupId,sessioncomment,sessionis_demo,playerbomb,playerbomb_row,playerbomb_col,playerboxes_collected,playerpay_this_round,playerround_result,playeraccept_info,playergender,playerage,playernationality,playerstudies,playerworkexperience,playerdegree,playerenglish,playerund1,playerund2,playerund3,playerund4,playerclear1,playerclear2,playerclear3,playerenjoy1,playerenjoy2,playerenjoy3,playercons1,playercons2,playercons3,playercons4,playerchange1,playerchange2,playerchange3,playerchange4,playerchange5,playerchange6,playerchange7,playerchange8,playerchange9,playerchange10,playerchange11,playerchange12,playerchange13,playerchange14,playerchange15,playerchange16,playerchange17,playerindi1,playerindi2,playerindi3,playerindi4,playerindi5,playerindi6,playerindi7,playerindi8,playerindi9,playerindi10,playerindi11,playerindi12,playerindi13,playerindi14,playerindi15,playerbig1,playerbig2,playerbig3,playerbig4,playerbig5,playerbig6,playerbig7,playerbig8,playerbig9,playerbig10,playeric1,playeric2,playeric3,playeric4,playeric5,playeric6,playeric7,playeric8,playeric9,playeric10,playerpnfs1,playerpnfs2,playerpnfs3,playerpnfs4,playerpnfs5,playerpnfs6,playerpnfs7,playerpnfs8,playerpnfs9,playerpnfs10,playerpnfs11,playertrust1,playertrust2,playertrust3,playertrust4,playertrust5,playertrust6,playertrust7,playertrust8,playertrust9,playertrust10,playertrust11,playergrf1,playergrf2,playergrf3,playergrf4,playergrf5,playergrf6,playergrf7,playergrf8,playergrf9,playergrf10,playergrf11,playergrf12,playergrf13,playergrf14,playergrf15,playergrf16,playergrf17,playergrf18,Principal,Agent,choice_history,result_history,history,four_shock,five_shock,six_shock,seven_shock,eight_shock,nine_shock,ten_shock,late_shock,late_shock2,Post_four,Post_five,Post_six,Post_seven,Post_eight,Post_nine,Post_ten,Post,eh,el,LH,mean_control,HL,idn,Session,trustworthy,response,self_interest,self_i_response,mean_history_pre,mean_history_pre_r,mean_history_pre_t,focus_rounds,mean_history_focus,mean_history_post,mean_history_post_r,mean_history_post_t,mean_history,mean_history_r,mean_history_t,av_self_interest_pre,av_self_interest,Period1,Period2,Period3,Period4,Period5,Period6,Period7,Period8,Period9,Period10,Period11,Period12,Post_LH,LH_late_shock,Post_late_shock,Post_LH_late_shock,Post_el,Post_eh,RegulFocus,PrevFocus,PromoFocus,PNFS,PNFS2,NFS,RTS,playertrust,Extraversion,Agreeableness,Conscientiousness,EmoStability,OpennessExp,NoUnd,consider,UpwardShock,DownwardShock,control_pre,control_post,trust_pre,trust_post,trust_change,response_pre2,response_post2,response_self_pre,response_self_post,trust_pre2,trust_post2,control_pre2,control_post2,control_change,control_change2,abs_control_change,abs_control_change2,one_control_change,high_history_pre,totalpayoff,totaleur,dum_control,diff_payoff,tot_payoff,payoff_p1,payoff_p2,av_tot_payoff,av_control,av_trust,av_diff_payoff,payoff_p1_pre,payoff_p1_post,abs_payoff_p1_diff,payoff_p1_diff,payoff_p2_pre,payoff_p2_post,abs_payoff_p2_diff,payoff_p2_diff,payoff_t_pre,payoff_t_post,abs_payoff_t_diff,payoff_t_diff,GroupT,GroupT2,_est_early,_est_late,selection,mean_history_comp,controlsplit,av2_control,me2_control,shocktiming,controlpr,shocktimemore
7,rmxwa35s,2018-05-02 11:06:30.254584+00:00,134.44,1,9,207,13.91,7,Low,5,.99,1,0,0,0,0,5,5,1,15,14,13.91,5.1,9,9,64opqfwp,Session 5,High,,,,0,1,2,6,99,1,0,1,2,20,2,1,3,1,85,1,5,2,2,6,3,4,6,5,.66666669,.16666667,6,4,1,2,6,4,2,3,6,4,6,4,4,5,4,3,5,2,3,5,3,3,3,4,5,2,2,3,3,4,5,3,1,2,6,6,5,6,3,3,4,5,6,4,6,2,3,2,5,5,2,6,2,5,5,3,6,6,7,5,7,6,4,5,6,7,6,4,5,3,5,5,6,4,3,3,4,6,2,6,5,6,6,5,5,7,3,3,6,5,6,6,7,6,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Post-change,0,1,High-to-Low,.79750001,1,144,1,0,0,1,1,0,.25,.125,0,.16666667,.25,0,.125,.16666667,.083333336,.125,1,.95700002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5.2222223,4.6666665,5.7777777,5.6999998,5.6363635,5.75,5.6999998,4.3636365,5,5,6,3.5,4.5,0,.44444445,0,1,.70999998,.99374998,,,,.25,.65724999,1,.91399997,0,.085999995,.79500002,1,.28375,.20499998,.28375,.20499998,.28375,0,134.44,8.0664005,0,8.8100004,19.01,11.203333,6.0041666,17.2075,.89916664,.042999998,5.1991663,5.71,13.95,8.2399998,8.2399998,7.9000001,5.0562501,2.84375,-2.84375,,19.00625,,,4,0,0,0,0,,High,.80669808,1,Earlier Changes,.83999997,Earlier Changes
12,sa3mmj90,2018-05-02 11:06:30.427861+00:00,86.7,2,9,204,5,4,Low,5,1,1,0,0,0,0,,,,,14,14,5,9,9,64opqfwp,Session 5,High,,,,0,1,6,8,70,1,0,1,2,21,3,1,1,1,70,2,5,1,2,7,1,1,7,6,.83333331,.5,6,7,7,3,5,5,3,2,3,4,5,5,5,5,3,5,1,5,5,6,4,5,3,2,3,4,3,3,6,2,4,1,1,3,5,2,4,5,6,4,1,5,5,6,4,3,6,5,7,6,2,6,4,5,3,3,5,7,5,6,6,7,6,7,6,5,4,6,6,3,3,6,4,4,2,1,2,6,3,5,5,5,5,3,5,4,5,4,5,6,5,4,6,5,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Post-change,0,1,High-to-Low,.79750001,1,146,1,,1,,,0,0,0,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.7222223,4.4444447,5,5.6999998,5.7272725,6.25,5.6999998,3.7272727,1.5,4.5,5,6,4,0,.94444442,0,1,,,0,0,0,,,,,,,,,,,,,,,86.699997,5.2019997,1,9,19,8.9041662,7.2249999,16.129168,.77749997,0,1.6791663,,,,,,,,,,,,,4,0,0,0,0,,High,.80669808,1,Earlier Changes,.83999997,Earlier Changes
10,srpwjuaq,2018-05-03 09:05:55.325936+00:00,132,2,9,251,5,11,Low,9,1,1,0,0,0,0,,,,,14,14,5,9,9,ve2ngyu4,Session 9,High,,,,0,0,2,7,40,1,28,1,2,19,1,1,6,1,70,2,6,1,2,6,1,4,6,6,.33333334,1,1,7,7,3,7,6,2,2,6,6,7,7,5,6,3,5,2,6,7,6,1,7,5,6,7,7,1,6,7,1,1,1,1,1,4,7,2,7,5,5,7,6,7,1,1,1,7,1,7,6,1,7,1,1,7,6,7,7,7,6,7,7,7,7,6,5,2,6,2,1,1,1,3,7,1,3,1,7,3,7,1,7,7,7,7,5,6,6,7,7,7,4,7,7,6,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,Post-change,0,1,High-to-Low,.79750001,1,149,7,,1,,,0,0,0,1,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,6,5.1111112,6.8888888,6.5999999,6.5454545,6.75,6.5999999,2.5454545,7,4,7,3,3,0,.66666669,0,1,,,0,0,0,,,,,,,,,,,,,,,132,7.9200001,1,9,19,8.3999996,8.666667,17.066668,.63333333,0,-.26666737,,,,,,,,,,,,,4,0,0,0,1,0,High,.80669808,1,Later Changes,.83999997,Later Changes
17,svt7oat9,2018-04-30 13:06:22.242781+00:00,119.91,1,21,488,14,4,Low,7,1,1,0,0,0,0,,,,,14,14,5,21,9,zg34a9jg,Session 2,High,,,,0,1,1,1,50,1,0,1,2,19,3,1,1,1,80,1,4,2,2,6,2,1,6,6,.5,.83333331,5,1,1,2,7,3,3,1,3,5,6,2,6,3,4,5,3,4,4,3,4,5,3,2,5,3,5,4,3,3,5,2,1,1,4,6,2,6,5,5,2,6,6,3,5,3,6,2,6,6,1,6,2,6,6,4,5,6,6,4,6,6,4,6,4,6,5,2,5,3,3,4,3,6,4,4,4,6,2,6,1,2,6,1,6,5,4,4,6,1,4,4,6,6,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Post-change,0,1,High-to-Low,.79750001,1,150,9,,1,,,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,4.1111112,3.1111112,5.1111112,5.3000002,5.181818,5.5,5.3000002,3.909091,4,4,6,4,5,0,.22222221,0,1,1,.99833333,,,,1,.83333331,,1,,0,1,1,-.0016666651,0,.0016666651,0,-.0016666651,0,119.91,7.1946001,1,9,19,9.9925003,5.0083332,15.000834,.99916667,0,4.9841671,6,13.985,7.9849997,7.9849997,5,5.0166669,.016666889,.016666889,,19.001667,,,4,0,0,0,0,,High,.80669808,1,Later Changes,.83999997,0
19,syf2tcx6,2018-05-01 07:08:58.103927+00:00,155.9,1,9,223,14,3,Low,5,1,1,0,0,1,0,,,,,14,14,5,9,9,uw8bc5zi,Session 4,High,,,,0,0,3,3,30,1,21,1,1,22,1,1,5,1,80,1,4,2,2,7,2,2,5,6,.66666669,.66666669,6,6,2,2,4,3,4,1,3,4,3,5,4,2,3,2,2,5,6,6,3,6,6,3,5,6,2,5,5,2,2,2,2,2,2,6,3,6,6,6,6,6,6,6,6,2,7,2,6,6,6,6,2,2,6,3,3,6,6,5,5,6,3,3,3,5,6,5,6,3,2,4,6,6,3,6,5,2,3,6,2,6,5,3,5,2,3,3,5,2,6,5,7,5,6,1,0,0,1,.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Post-change,0,1,High-to-Low,.79750001,1,151,6,,1,,,0,0,0,0,0,0,.125,.0625,0,.083333336,.041666668,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.2222223,2.7777777,5.6666665,4.3000002,4.3636365,5,4.3000002,4.7272725,6,4.5,6,6,6,0,.6111111,0,1,.72500002,1,,,,.5,1,1,,0,,.75,1,.27499998,.25,.27499998,.25,.27499998,0,155.89999,9.3540001,1,9,19,11.241667,5.9166665,17.158333,.90833336,0,5.3250003,5.7249999,14,8.2749996,8.2749996,7.75,5,2.75,-2.75,,19,,,4,0,0,0,0,,High,.80669808,1,Earlier Changes,.83999997,Earlier Changes
23,ta8k888g,2018-05-02 13:05:27.465133+00:00,106.35,1,9,248,14,8,Low,9,1,1,0,0,0,0,,,,,14,14,5,9,9,ywf1hpha,Session 6,High,,,,0,1,10,4,35,1,0,1,1,19,1,1,6,1,35,1,4,2,2,6,3,2,6,6,.83333331,.16666667,7,7,7,2,2,4,4,2,3,5,5,3,4,2,4,6,3,6,5,6,2,4,5,4,6,5,2,6,4,2,5,3,2,3,3,6,3,4,5,5,3,5,6,6,3,2,6,4,6,6,4,6,2,5,5,3,3,5,3,5,3,4,2,3,3,5,5,4,6,3,3,6,3,5,4,3,4,4,4,6,2,3,5,6,6,5,5,3,6,5,6,6,6,3,5,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,Post-change,0,1,High-to-Low,.79750001,1,152,8,,1,,,.25,0,.125,1,.16666667,.5,0,.25,.33333334,0,.16666667,.76814288,.81966668,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,4.7777777,4.4444447,5.1111112,3.4000001,3.5454545,4,3.4000001,4.181818,4.5,4,5,5.5,4,0,1,0,1,.51249999,.875,,,,.32787499,.5,.76814288,1,.23185714,0,.44999999,.94999999,.36250001,.5,.36250001,.5,.36250001,1,106.35,6.381,1,9,19,8.8625002,7.7708335,16.633333,.63333333,.18033333,1.0916667,6.8562498,12.875,6.0187502,6.0187502,8.53125,6.25,2.28125,-2.28125,,19.125,,,4,0,0,0,1,.25,High,.80669808,1,Later Changes,.83999997,Later Changes
1,taltbswg,2018-05-03 09:05:55.225028+00:00,135.9,1,9,250,14,10,Low,5,1,1,0,1,1,0,,,,,14,14,5,9,9,ve2ngyu4,Session 9,High,,,,0,1,4,3,60,1,0,1,1,21,1,1,7,1,85,1,4,2,2,7,1,3,7,6,.33333334,1,2,6,7,3,4,5,2,4,2,2,5,4,3,3,3,5,2,4,6,6,2,3,5,2,5,6,2,6,5,3,3,2,2,2,5,4,4,6,6,5,3,6,3,7,3,4,4,5,6,4,5,3,5,4,4,3,5,5,6,4,5,2,3,5,4,5,5,4,5,4,4,3,4,6,2,5,3,4,5,6,3,5,6,6,6,2,5,5,6,7,6,5,5,6,6,1,0,0,1,.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Post-change,0,1,High-to-Low,.79750001,1,153,7,,1,,,.25,.25,.25,0,.33333334,.25,.5,.375,.25,.41666666,.33333334,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5.2222223,4.6666665,5.7777777,4.3000002,4.2727275,5,4.3000002,4.090909,3.5,5,4.5,6.5,4,0,.66666669,0,1,.97500002,1,,,,.75,1,1,,0,,1,1,.024999976,0,.024999976,0,.024999976,1,135.89999,8.1539993,1,9,19,11.325,5.0833335,16.408333,.99166667,0,6.2416663,5.9749999,14,8.0249996,8.0249996,5.25,5,.25,-.25,,19,,,4,0,0,0,0,,High,.80669808,1,Earlier Changes,.83999997,Earlier Changes
5,ttkn6nyv,2018-05-02 11:06:30.210303+00:00,144,1,9,208,14,8,Low,7,1,1,0,0,0,0,,,,,14,14,5,9,9,64opqfwp,Session 5,High,,,,0,0,4,3,35,1,24.5,1,1,19,1,1,5,1,90,1,4,2,2,6,5,3,6,3,.83333331,.83333331,6,3,6,2,4,3,3,4,5,3,6,2,3,2,3,3,2,6,6,6,2,6,5,2,6,6,4,2,3,2,2,1,1,1,1,3,2,6,6,5,3,3,5,6,3,2,5,3,6,5,2,6,2,2,5,6,5,3,5,5,6,5,5,3,6,3,5,5,5,5,6,4,6,2,2,2,2,6,2,3,2,5,6,2,6,2,6,2,5,2,5,6,6,3,6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Post-change,0,1,High-to-Low,.79750001,1,155,1,,1,,,0,0,0,1,.16666667,.16666667,0,.083333336,.083333336,0,.041666668,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,4.1666665,3.3333333,5,4.6999998,4.7272725,4,4.6999998,4,3,2.5,5.5,6,4,0,.66666669,0,1,.91666669,1,,,,.83333331,1,1,,0,,1,1,.083333313,0,.083333313,0,.083333313,0,144,8.6400003,1,9,19,9.958333,5.4166665,15.375,.95833331,0,4.5416665,5.9166665,14,8.083334,8.083334,5.8333335,5,.83333349,-.83333349,,19,,,4,0,0,0,0,,High,.80669808,1,Later Changes,.83999997,0
11,u76afj1c,2018-05-02 13:05:27.170639+00:00,120.25,1,9,247,13.1,7,Low,8,.9,1,0,0,0,0,5,5,1,15,14,13.1,6,9,9,ywf1hpha,Session 6,High,,,,0,1,2,7,40,1,0,1,2,20,1,1,7,1,80,1,4,2,2,3,2,3,3,1,.33333334,.16666667,5,6,6,3,4,3,4,2,5,4,5,3,5,5,5,5,5,3,3,3,5,3,3,6,5,6,5,3,5,3,4,4,5,5,2,3,3,3,3,6,3,6,3,3,4,3,5,3,5,5,5,3,4,5,3,5,3,5,3,5,5,5,2,3,4,5,3,3,5,3,2,5,3,3,2,3,2,6,6,6,6,6,5,5,5,6,6,6,6,6,4,5,6,6,3,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,Post-change,0,1,High-to-Low,.79750001,1,160,8,0,0,1,1,.2857143,.5714286,.42857143,1,.16666667,.2,.60000002,.40000001,.25,.58333331,.41666666,.6813333,.72685713,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,5.5,5.7777777,5.2222223,4,4.090909,4,4,3.090909,3,4.5,3,3,5,0,.77777773,0,1,.51428574,.98000002,,,,.41600001,.80000001,.6813333,1,.31866667,0,.40000001,1,.46571428,.60000002,.46571428,.60000002,.46571428,1,120.25,7.2150002,0,7.0999999,19.1,10.020833,6.8716664,16.8925,.70833331,.27314284,3.1491666,7.3071427,13.82,6.512857,6.512857,8.0657139,5.1999998,2.8657141,-2.8657141,,19.02,,,4,0,0,0,0,,Low,.80669808,1,Later Changes,.83999997,Later Changes
14,uklq9zzj,2018-04-30 13:06:22.122279+00:00,110.38,2,21,495,10,11,Low,9,.5,1,1,0,0,1,5,5,1,15,14,9.5,10,21,9,zg34a9jg,Session 2,High,,,,0,0,5,10,43,1,30.1,1,1,19,2,4,2,1,83,2,4,1,2,6,2,2,4,2,.66666669,.16666667,6,7,7,4,4,3,3,3,3,3,6,6,3,2,5,2,3,5,5,6,3,6,6,2,6,6,2,5,5,3,2,2,2,2,2,3,3,6,6,5,2,4,7,6,5,2,5,6,5,5,3,3,3,2,5,3,6,6,6,6,6,4,5,5,5,4,5,6,5,3,3,6,5,3,3,5,5,5,5,5,2,3,6,6,6,3,5,2,6,2,6,6,6,5,6,0,1,0,1,.5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,Post-change,0,1,High-to-Low,.79750001,1,163,9,0,0,1,1,.5,.16666667,.33333334,1,,0,.16666667,.083333336,.25,.16666667,.20833333,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,4.7222223,4,5.4444447,5,5.090909,5.75,5,4.4545455,2.5,3.5,6.5,6,5,0,.94444442,0,1,,,.41799998,0,-.41799998,,,,,,,,,,,,,,,110.38,6.6227999,0,.5,19.5,10.256667,6.6900001,16.946667,.74000001,.24585713,3.5666671,,,,,,,,,,,,,4,0,0,0,1,.083333336,Low,.80669808,1,Later Changes,.83999997,Later Changes
7,uvpurckf,2018-05-03 09:05:55.267879+00:00,121.71,1,9,249,14,9,Low,7,1,1,0,0,0,0,,,,,14,14,5,9,9,ve2ngyu4,Session 9,High,,,,0,1,4,8,50,1,0,1,1,20,1,1,2,1,75,1,4,2,2,6,2,3,5,4,.66666669,.66666669,5,7,6,1,5,3,4,3,5,5,6,5,3,5,3,3,3,5,4,3,4,5,6,3,7,7,3,4,6,2,5,1,1,4,3,6,3,7,5,7,5,6,5,6,6,4,6,2,5,6,2,4,5,3,5,3,2,5,5,6,3,5,2,4,2,5,4,2,5,2,1,1,2,2,1,3,1,2,4,5,1,4,6,4,5,5,2,2,7,5,6,5,7,5,6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Post-change,0,1,High-to-Low,.79750001,1,166,7,,1,,,0,0,0,1,0,0,0,0,0,0,0,.86500001,.86500001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,4.5,3.3333333,5.6666665,3.5999999,3.8181818,5,3.5999999,2.1818182,5.5,4.5,6,5.5,6.5,0,.83333331,0,1,.31166667,1,,,,.13500001,1,.86500001,,.13500001,,.22499999,1,.68833333,.77499998,.68833333,.77499998,.68833333,0,121.71,7.3025999,1,9,19,10.1425,7.9549999,18.0975,.6558333,.13500001,2.1875,6.2849998,14,7.7150002,7.7150002,10.91,5,5.9099998,-5.9099998,,19,,,4,0,0,0,0,,High,.80669808,1,Later Changes,.83999997,0
24,v0y8agmf,2018-05-03 09:05:55.763774+00:00,128.51,2,9,249,5,9,Low,7,1,1,0,0,0,0,,,,,14,14,5,9,9,ve2ngyu4,Session 9,High,,,,0,0,1,2,60,1,42,1,1,23,1,1,7,1,80,2,4,1,1,7,1,1,5,6,1,.83333331,6,7,7,5,3,2,3,2,4,3,3,2,2,3,2,4,3,5,4,5,2,6,6,2,6,7,3,6,6,2,3,2,3,2,3,5,3,5,6,5,6,3,4,6,5,2,6,2,6,6,3,6,2,3,6,3,2,3,3,4,3,2,2,3,3,3,3,3,3,3,2,3,2,3,2,5,3,5,3,5,2,5,5,4,3,3,3,3,5,5,5,3,6,5,6,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Post-change,0,1,High-to-Low,.79750001,1,167,7,,1,,,0,.14285715,.071428575,1,,0,0,0,0,.083333336,.041666668,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,4.2222223,3.4444444,5,2.7,2.8181818,3.25,2.7,2.909091,5.5,3,4.5,6,5,0,.94444442,0,1,,,.34850001,0,-.34850001,,,,,,,,,,,,,,,128.50999,7.7105999,1,9,19,9.0683336,7.2091665,16.2775,.72250003,.151125,1.8591671,,,,,,,,,,,,,4,0,0,0,0,,High,.80669808,1,Later Changes,.83999997,0
5,v94hwtf2,2018-05-01 07:08:57.855085+00:00,112.66,1,9,226,14,6,Low,8,1,1,0,0,1,0,,,,,14,14,5,9,9,uw8bc5zi,Session 4,High,,,,0,0,5,5,1,1,.7,1,1,21,1,1,4,1,90,1,4,2,2,6,2,3,6,6,.83333331,.5,6,7,7,4,4,5,5,3,3,4,4,5,4,4,4,5,3,3,5,6,5,5,5,5,6,3,3,3,5,3,6,5,5,4,4,5,3,6,5,5,5,5,5,4,5,3,4,3,5,5,5,3,3,4,5,5,5,6,5,4,5,6,5,5,4,5,5,3,5,4,4,5,3,3,4,3,3,5,5,6,5,6,6,4,5,5,6,5,5,5,6,5,6,5,4,1,0,0,1,.5,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,Post-change,0,1,High-to-Low,.79750001,1,169,6,,1,,,0,.2857143,.14285715,1,.16666667,0,.40000001,.2,0,.33333334,.16666667,.9522,.9522,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,5.2222223,5,5.4444447,5.0999999,5,5,5.0999999,3.8181818,5,4,5.5,4.5,5,0,.94444442,0,1,.85000002,1,,,,.31985715,1,.9522,,.047800001,,.89999998,1,.14999998,.10000002,.14999998,.10000002,.14999998,0,112.66,6.7596002,1,9,19,9.3299999,5.7916665,15.121667,.91250002,.047800001,3.5383334,5.9942856,14,8.0057144,8.0057144,6.3571429,5,1.3571429,-1.3571429,,19,,,4,0,0,0,0,,High,.80669808,1,Later Changes,.83999997,Later Changes
22,vshzukpi,2018-04-30 13:06:22.217884+00:00,105.75,2,21,492,10.83,8,High,10,.13,1,0,0,0,1,8.300000000000001,8.300000000000001,1,11.7,6,8,10.83,21,9,zg34a9jg,Session 2,High,,,,0,1,10,2,33,1,0,1,1,20,1,1,4,1,80,2,4,1,1,6,1,1,6,6,1,.16666667,7,5,3,1,2,1,2,2,2,6,3,2,1,3,1,1,7,1,1,1,3,2,3,5,5,5,3,2,5,2,3,5,1,1,7,7,6,4,7,6,7,6,5,3,6,3,7,2,6,7,1,6,1,1,7,2,5,6,1,4,2,2,3,5,2,2,6,7,6,3,7,6,5,6,6,7,2,2,2,6,1,6,7,2,5,2,5,1,5,2,6,6,7,7,7,0,1,0,1,.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Pre-change,1,0,High-to-Low,.79750001,1,173,9,.33000001,.33000001,.67000002,.67000002,.11111111,.55555558,.33333334,0,,0,0,0,.083333336,.41666666,.25,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3888888,2.5555556,6.2222223,3,3.090909,4,3,5.5454545,7,6,4.5,5,6,0,.66666669,0,0,,,.1005,0,-.1005,,,,,,,,,,,,,,,105.75,6.3449998,0,2.8299999,18.83,8.104167,8.8125,16.916666,.50416666,.1653,-.70833302,,,,,,,,,,,,,3,1,0,0,1,.33333334,Low,.80669808,1,Later Changes,.63999999,Later Changes
1,vuio1jp7,2018-05-02 11:06:30.183261+00:00,141.62,1,9,203,13.1,3,Low,4,.9,1,0,1,0,0,5,5,1,15,14,13.1,6,9,9,64opqfwp,Session 5,High,,,,0,1,8,6,30,1,0,1,1,21,1,1,5,1,85,1,4,2,2,6,2,2,6,4,.33333334,.83333331,7,5,6,2,2,2,4,1,3,2,2,1,2,3,1,1,4,3,2,6,2,3,5,2,6,6,5,5,6,2,2,2,2,4,3,7,4,6,7,6,6,7,6,6,4,2,6,6,6,5,1,6,1,2,6,3,2,3,5,4,4,2,2,2,2,3,2,3,5,2,2,3,4,3,1,3,2,5,2,7,1,7,5,2,4,1,3,2,6,5,6,5,7,7,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Post-change,0,1,High-to-Low,.79750001,1,174,1,0,0,1,1,.33333334,0,.16666667,0,.16666667,.11111111,.11111111,.11111111,.16666667,.083333336,.125,.866,.86624998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.5555553,2.8888888,6.2222223,2.8,2.909091,3.5,2.8,2.7272727,6.5,5.5,6,6.5,5,0,.83333331,0,1,.88333333,.96222222,,,,.71133333,.71122223,.866,.86633331,.134,.13366666,1,1,.078888893,0,.078888893,0,.078888893,1,141.62,8.4972,0,7.0999999,19.1,11.801666,5.4891667,17.290833,.9425,.13374999,6.3124995,6.04,13.722222,7.6822224,7.6822224,6.0100002,5.3155556,.69444466,-.69444466,,19.037777,,,4,0,0,0,0,,Low,.80669808,1,Earlier Changes,.83999997,Earlier Changes
2,x06dc5wv,2018-05-03 09:05:55.245633+00:00,66.7,2,9,244,5,4,Low,7,1,1,0,1,0,0,,,,,14,14,5,9,9,ve2ngyu4,Session 9,High,,,,0,1,10,5,45,1,0,1,2,19,1,1,6,1,85,2,1,1,2,7,1,2,7,3,.16666667,.66666669,5,1,7,1,3,4,4,3,2,3,3,1,2,3,1,5,6,1,2,1,7,1,1,5,3,2,7,1,2,5,6,5,2,3,7,3,5,4,6,6,3,3,6,6,3,5,3,4,3,3,3,2,5,3,2,5,3,4,1,4,6,6,5,5,4,5,6,5,6,2,3,5,6,7,6,2,3,1,2,5,2,6,7,2,5,2,2,1,5,2,7,5,6,6,6,0,1,1,0,.5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Post-change,0,1,High-to-Low,.79750001,1,180,7,,1,,,.14285715,.14285715,.14285715,1,,.2,0,.1,.16666667,.083333336,.125,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,4,2.1111112,5.8888888,4.4000001,4.3636365,3.5,4.4000001,4.6363635,3,4,5,6,4.5,0,.55555558,0,1,,,0,,,,,,,,,,,,,,,,,66.699997,4.0019999,1,9,19,9.2775002,5.5583334,14.835834,.94416666,0,3.7191668,,,,,,,,,,,,,4,0,0,0,0,,High,.80669808,1,Later Changes,.83999997,0
