participantid_in_session,participantcode,participanttime_started,participantpayoff,id,playersubsession_id,playergroup_id,playerpayoff,groupid_in_subsession,groupe_g,groupshockround,control,groupcheckr,grouphistoryc1,grouphistoryc2,grouphistoryr1,grouphistoryr2,grouppayoff1,grouppayoff1f,groupcheckpayoff1f,grouppayoff2,grouprpayoff1,grouppayoff_p1,grouppayoff_p2,groupsubsession_id,Period,sessioncode,sessionlabel,sessionexperimenter_name,sessionmturk_HITId,sessionmturk_HITGroupId,sessioncomment,sessionis_demo,playerbomb,playerbomb_row,playerbomb_col,playerboxes_collected,playerpay_this_round,playerround_result,playeraccept_info,playergender,playerage,playernationality,playerstudies,playerworkexperience,playerdegree,playerenglish,playerund1,playerund2,playerund3,playerund4,playerclear1,playerclear2,playerclear3,playerenjoy1,playerenjoy2,playerenjoy3,playercons1,playercons2,playercons3,playercons4,playerchange1,playerchange2,playerchange3,playerchange4,playerchange5,playerchange6,playerchange7,playerchange8,playerchange9,playerchange10,playerchange11,playerchange12,playerchange13,playerchange14,playerchange15,playerchange16,playerchange17,playerindi1,playerindi2,playerindi3,playerindi4,playerindi5,playerindi6,playerindi7,playerindi8,playerindi9,playerindi10,playerindi11,playerindi12,playerindi13,playerindi14,playerindi15,playerbig1,playerbig2,playerbig3,playerbig4,playerbig5,playerbig6,playerbig7,playerbig8,playerbig9,playerbig10,playeric1,playeric2,playeric3,playeric4,playeric5,playeric6,playeric7,playeric8,playeric9,playeric10,playerpnfs1,playerpnfs2,playerpnfs3,playerpnfs4,playerpnfs5,playerpnfs6,playerpnfs7,playerpnfs8,playerpnfs9,playerpnfs10,playerpnfs11,playertrust1,playertrust2,playertrust3,playertrust4,playertrust5,playertrust6,playertrust7,playertrust8,playertrust9,playertrust10,playertrust11,playergrf1,playergrf2,playergrf3,playergrf4,playergrf5,playergrf6,playergrf7,playergrf8,playergrf9,playergrf10,playergrf11,playergrf12,playergrf13,playergrf14,playergrf15,playergrf16,playergrf17,playergrf18,Principal,Agent,choice_history,result_history,history,four_shock,five_shock,six_shock,seven_shock,eight_shock,nine_shock,ten_shock,late_shock,late_shock2,Post_four,Post_five,Post_six,Post_seven,Post_eight,Post_nine,Post_ten,Post,eh,el,LH,mean_control,HL,idn,Session,trustworthy,response,self_interest,self_i_response,mean_history_pre,mean_history_pre_r,mean_history_pre_t,focus_rounds,mean_history_focus,mean_history_post,mean_history_post_r,mean_history_post_t,mean_history,mean_history_r,mean_history_t,av_self_interest_pre,av_self_interest,Period1,Period2,Period3,Period4,Period5,Period6,Period7,Period8,Period9,Period10,Period11,Period12,Post_LH,LH_late_shock,Post_late_shock,Post_LH_late_shock,Post_el,Post_eh,RegulFocus,PrevFocus,PromoFocus,PNFS,PNFS2,NFS,RTS,playertrust,Extraversion,Agreeableness,Conscientiousness,EmoStability,OpennessExp,NoUnd,consider,UpwardShock,DownwardShock,control_pre,control_post,trust_pre,trust_post,trust_change,response_pre2,response_post2,response_self_pre,response_self_post,trust_pre2,trust_post2,control_pre2,control_post2,control_change,control_change2,abs_control_change,abs_control_change2,one_control_change,high_history_pre,totalpayoff,totaleur,dum_control,diff_payoff,tot_payoff,payoff_p1,payoff_p2,av_tot_payoff,av_control,av_trust,av_diff_payoff,payoff_p1_pre,payoff_p1_post,abs_payoff_p1_diff,payoff_p1_diff,payoff_p2_pre,payoff_p2_post,abs_payoff_p2_diff,payoff_p2_diff,payoff_t_pre,payoff_t_post,abs_payoff_t_diff,payoff_t_diff,GroupT,GroupT2,_est_early,_est_late,selection,mean_history_comp,controlsplit,av2_control,me2_control,shocktiming,controlpr,shocktimemore
1,3mhu00pu,2018-04-30 11:05:51.929144+00:00,115.1,1,6,188,9.81,1,Low,10,.3,1,0,0,1,0,8.02,8.02,1,11.98,14,9.81,9.890000000000001,6,6,grz7n60z,Session 1,Low,,,,0,1,2,10,70,1,0,1,1,21,1,1,5,1,80,1,3,2,2,6,1,5,5,5,.33333334,.33333334,7,6,6,2,2,1,2,1,5,5,5,7,5,6,1,5,6,2,5,3,3,1,3,1,4,3,7,2,1,1,3,6,1,1,3,7,2,7,7,7,5,7,5,3,7,1,7,1,6,7,2,7,2,3,5,3,2,3,3,7,3,2,2,1,3,5,4,6,5,1,1,5,2,5,2,5,2,6,2,7,3,7,7,2,7,2,6,4,7,7,1,6,7,7,7,1,0,0,1,.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Pre-change,0,1,Low-to-High,.76636362,0,20,3,.30199999,.30199999,.69800001,.69800001,.33333334,.55555558,.44444445,0,.5,.66666669,.33333334,.5,.41666666,.5,.45833334,.83425003,.86745453,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.2777777,4.2222223,6.3333335,2.7,3.090909,3.5,2.7,3.4545455,6,4.5,6,5,7,0,.8888889,0,0,.60111111,.67000002,,,,.25844443,.044,.83425003,.95600003,.16575,.044,.50999999,.64999998,.068888903,.13999999,.068888903,.13999999,-.068888903,1,115.1,6.9060001,0,.079999998,19.700001,9.5916662,8.4499998,18.041666,.61833334,.13254546,1.1416664,10.856667,5.7966666,5.0599999,-5.0599999,8.542222,8.1733332,.36888885,-.36888885,19.39889,13.97,5.4288893,-5.4288893,1,0,0,0,0,,Low,.77917647,.99000001,Later Changes,.83999997,Later Changes
23,48lj12o0,2018-04-30 15:06:22.943766+00:00,131.53,1,30,744,5.75,12,High,4,.75,1,1,0,1,0,5,5,1,15,6,5.75,7.5,30,6,lwtt3tip,Session 3,Low,,,,0,0,3,10,60,1,42,1,1,19,1,1,5,1,45,1,3,2,2,3,5,6,4,3,.5,.16666667,6,4,6,5,2,3,4,1,2,2,2,3,2,3,3,2,5,3,6,6,4,6,6,1,6,5,3,2,3,1,3,2,1,5,4,5,5,3,7,6,5,7,2,7,3,2,6,3,7,7,2,6,2,5,3,5,3,5,5,5,6,6,2,3,6,7,5,2,5,2,2,5,5,3,5,3,1,2,3,6,6,6,6,3,6,5,5,2,6,6,6,6,7,7,7,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Post-change,1,0,Low-to-High,.76636362,0,23,4,0,0,1,1,.66666669,.66666669,.66666669,1,.83333331,.66666669,.77777779,.72222221,.66666669,.75,.70833331,.90199995,.87909091,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5.2777777,4.2222223,6.3333335,4.8000002,4.818182,4.5,4.8000002,3.4545455,5,6,2.5,7,4.5,0,.72222227,1,0,.75,.69777775,,,,.39866668,.126,.90199995,.87400001,.098000005,.126,.85000002,.80000001,-.052222252,-.050000012,.052222252,.050000012,.052222252,1,131.53,7.8917999,0,1.75,13.25,7.4608335,7.6416669,15.1025,.71083331,.12090909,-.18083334,11.99,5.9511113,6.0388885,-6.0388885,7.2600002,7.768889,.50888872,.50888872,,13.72,,,2,0,0,0,0,,Low,.77917647,.99000001,Earlier Changes,.63999999,Earlier Changes
4,5ng5j5u9,2018-04-30 11:05:51.926569+00:00,82.40000000000001,2,6,189,5,2,Low,9,1,1,0,0,0,0,,,,,14,14,5,6,6,grz7n60z,Session 1,Low,,,,0,1,2,10,75,1,0,1,2,21,1,2,7,1,70,2,3,1,1,7,1,1,3,2,.16666667,.33333334,7,2,7,3,3,7,3,4,5,5,6,3,3,6,6,5,6,6,6,5,4,2,2,1,1,3,5,2,6,5,2,2,2,1,5,1,4,5,5,5,2,6,1,6,3,5,3,3,4,5,1,4,5,2,1,6,6,6,6,3,6,5,4,3,6,5,4,4,5,3,3,6,5,4,6,5,7,2,6,6,5,7,5,6,3,6,6,6,6,7,5,6,6,7,4,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,Pre-change,0,1,Low-to-High,.76636362,0,26,3,,1,,,.71428573,.14285715,.42857143,0,,.40000001,.2,.30000001,.58333331,.16666667,.375,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.5,5.5555553,5.4444447,5.3000002,5.090909,4.5,5.3000002,4.7272725,1.5,5,3,5.5,4,0,.72222227,0,0,,,0,0,0,,,,,,,,,,,,,,,82.400002,4.9440002,1,9,19,9.7691669,6.8666668,16.635834,.78416669,.065666668,2.9025002,,,,,,,,,,,,,1,0,0,0,0,,High,.77917647,.99000001,Later Changes,.83999997,Later Changes
4,5plfq3by,2018-04-30 15:06:22.305802+00:00,75.31,2,30,743,5,11,High,5,1,1,0,0,0,1,,,,,6,6,5,30,6,lwtt3tip,Session 3,Low,,,,0,1,10,2,33,1,0,1,1,19,1,1,1,1,72,2,6,1,2,2,5,6,5,2,.5,.83333331,5,5,6,5,7,6,3,5,7,4,6,5,5,5,5,5,5,3,4,5,5,3,2,3,4,3,6,2,3,5,5,5,2,5,5,6,5,5,2,2,5,6,4,3,2,3,6,4,5,5,2,6,5,5,6,6,5,5,6,3,7,6,6,5,6,6,5,3,5,3,3,5,4,5,1,3,6,6,5,5,5,5,4,6,4,6,6,6,5,7,4,5,5,5,5,0,1,0,1,.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Post-change,1,0,Low-to-High,.76636362,0,27,4,,1,,,0,0,0,1,,.125,.125,.125,.083333336,.083333336,.083333336,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5.2222223,5.7777777,4.6666665,5.8000002,5.5454545,4.75,5.8000002,3.909091,5.5,5.5,4.5,2.5,2,0,.72222227,1,0,,,.134,.46650001,.33250001,,,,,,,,,,,,,,,75.309998,4.5186,1,1,11,8.8625002,6.2758331,15.138333,.78833336,.32550001,2.5866671,,,,,,,,,,,,,2,0,0,0,0,,High,.77917647,.99000001,Earlier Changes,.63999999,Earlier Changes
7,5zrektmv,2018-05-02 15:06:26.004121+00:00,103.38,1,6,198,6,11,High,4,1,1,0,0,0,1,,,,,6,6,5,6,6,6gnxyx9b,Session 7,Low,,,,0,0,7,7,11,1,7.7,1,1,21,1,1,6,1,90,1,3,2,2,6,2,2,4,5,.5,.16666667,6,7,1,1,3,1,5,1,2,5,2,5,3,5,5,1,6,3,1,2,5,2,2,7,4,3,5,6,3,5,5,6,5,6,6,2,1,5,6,6,2,5,5,6,6,2,2,4,3,5,2,3,5,2,6,2,5,6,7,5,4,7,2,5,3,6,5,3,6,5,3,6,6,6,3,3,1,2,5,5,2,7,7,6,4,2,5,3,5,3,7,4,7,5,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Post-change,1,0,Low-to-High,.76636362,0,30,2,,1,,,0,.33333334,.16666667,1,.16666667,0,.11111111,.055555556,0,.16666667,.083333336,1,.86299998,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4.7777777,3.5555556,6,4.6999998,4.7272725,5.75,4.6999998,4.2727275,2,3,5,6,6,0,.6111111,1,0,.89999998,.70555556,,,,.66666669,.53577781,1,.83560002,0,.1644,1,.85000002,-.19444442,-.14999998,.19444442,.14999998,.19444442,0,103.38,6.2027998,1,1,11,7.9733334,7.0391665,15.0125,.75416666,.13699999,.93416691,13.1,6.2644444,6.835556,-6.835556,6,7.3855557,1.3855557,1.3855557,,13.65,,,2,0,0,0,0,,High,.77917647,.99000001,Earlier Changes,.63999999,Earlier Changes
16,6a1o4dh4,2018-05-03 07:06:14.897629+00:00,75.73999999999999,2,6,180,5,10,High,4,1,1,0,0,0,0,,,,,6,6,5,6,6,n1mnaei9,Session 8,Low,,,,0,1,5,1,45,1,0,1,1,19,1,1,5,1,86,2,3,1,1,6,2,7,6,4,.66666669,.33333334,6,1,5,2,2,2,5,1,2,2,5,1,2,1,5,3,5,7,6,3,2,6,6,4,6,5,2,6,5,2,3,4,2,5,2,6,3,3,6,5,6,5,2,6,6,2,7,2,6,6,1,6,2,4,6,3,2,2,2,4,4,2,2,3,3,5,5,2,3,1,3,4,2,5,2,3,3,5,3,5,3,6,7,2,6,2,5,2,6,4,5,5,7,5,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Post-change,1,0,Low-to-High,.76636362,0,32,5,,1,,,.40000001,0,.2,1,,0,0,0,.16666667,0,.083333336,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4.6666665,3.4444444,5.8888888,2.8,2.909091,2.75,2.8,3,6,4,2.5,6,5.5,0,.5,1,0,,,.013333333,.099666663,.086333327,,,,,,,,,,,,,,,75.739998,4.5443997,1,1,11,8.685833,6.3116665,14.9975,.85583335,.059124999,2.3741665,,,,,,,,,,,,,2,0,0,0,0,,High,.77917647,.99000001,Earlier Changes,.63999999,Earlier Changes
4,6mahbfmv,2018-05-03 07:06:14.801962+00:00,81.33,2,6,172,6,2,Low,10,.9,1,0,1,0,0,5,5,1,15,14,13.1,6,6,6,n1mnaei9,Session 8,Low,,,,0,1,5,3,60,1,0,1,1,20,1,3,6,1,85,2,5,1,1,5,2,3,2,2,.16666667,.16666667,4,5,1,2,3,3,5,2,1,2,3,2,5,2,2,3,2,6,6,6,5,5,5,3,6,5,2,7,6,2,2,3,2,2,2,3,3,5,6,4,3,3,6,5,6,3,6,6,6,6,5,5,2,5,6,5,5,5,5,4,5,5,5,5,5,5,4,3,4,3,1,5,3,3,3,3,6,5,2,4,1,5,5,2,5,3,2,2,6,2,5,5,5,4,6,0,1,1,0,.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Pre-change,0,1,Low-to-High,.76636362,0,33,5,0,0,1,1,.66666669,0,.33333334,0,,.16666667,.33333334,.25,.41666666,.16666667,.29166666,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.8333333,2.6666667,5,5,4.909091,4.75,5,3.4545455,3,3,5.5,5.5,5,0,.38888887,0,0,,,0,.0955,.0955,,,,,,,,,,,,,,,81.330002,4.8798003,0,7.0999999,19.1,9.3816671,6.7775002,16.159166,.8075,.056699999,2.604167,,,,,,,,,,,,,1,0,0,0,0,,Low,.77917647,.99000001,Later Changes,.83999997,Later Changes
11,6o7r0fpg,2018-04-30 15:06:22.358509+00:00,138,1,30,736,14,4,Low,8,1,1,0,0,0,0,,,,,14,14,5,30,6,lwtt3tip,Session 3,Low,,,,0,0,2,6,10,1,7,1,1,22,1,1,7,5,40,1,3,2,2,7,1,1,6,6,.66666669,1,5,7,1,3,5,5,2,5,5,3,5,5,5,7,3,5,2,5,5,6,6,5,5,1,5,5,5,2,5,3,2,2,5,5,7,1,3,4,4,3,2,3,5,7,7,5,3,6,4,6,5,5,5,3,5,5,5,5,3,5,5,6,2,3,6,5,5,3,6,3,3,5,3,3,3,3,2,5,1,4,5,4,2,5,4,3,5,6,4,3,5,4,5,5,3,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,Pre-change,0,1,Low-to-High,.76636362,0,34,4,,1,,,0,.71428573,.35714287,0,.16666667,0,.40000001,.2,0,.58333331,.29166666,,.52600002,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.0555553,4.1111112,4,4.5,4.5454545,4,4.5,3.5454545,1.5,3,4.5,5.5,5,0,.55555558,0,0,1,.83999997,,,,1,.57920003,,.52600002,,.47400001,1,.80000001,-.16000003,-.19999999,.16000003,.19999999,.16000003,0,138,8.2799997,1,9,19,10.916667,5.3499999,16.266666,.93333334,.47400001,5.5666671,14,6.5999999,7.4000001,-7.4000001,5,5.8400002,.84000015,.84000015,19,12.440001,6.5599995,-6.5599995,1,0,0,0,0,,High,.77917647,.99000001,Later Changes,.83999997,Later Changes
12,7tbwuf23,2018-04-30 11:05:52.073093+00:00,90.75,2,6,193,10,6,Low,10,.5,1,0,1,0,0,5,5,1,15,14,9.5,10,6,6,grz7n60z,Session 1,Low,,,,0,0,9,7,20,1,14,1,1,25,1,1,1,2,80,2,2,1,2,7,7,7,7,7,1,0,1,7,1,1,1,1,6,1,1,1,2,1,1,6,2,1,2,7,2,7,1,1,7,1,7,7,1,7,1,1,1,1,1,1,1,7,1,7,7,7,7,7,7,7,7,1,7,1,7,7,1,7,1,1,7,1,7,1,1,1,1,1,1,1,1,1,7,7,7,1,7,7,7,6,7,6,5,1,1,1,1,1,1,1,1,1,1,7,6,1,1,7,7,1,7,0,1,1,0,.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Pre-change,0,1,Low-to-High,.76636362,0,36,3,0,0,1,1,.71428573,.5714286,.64285713,0,,.80000001,.60000002,.69999999,.75,.58333331,.66666669,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.6111112,2.3333333,2.8888888,1.6,1.5454545,1,1.6,6.090909,7,4,7,7,7,0,.33333334,0,0,,,,0,,,,,,,,,,,,,,,,90.75,5.4450002,0,.5,19.5,9.7216663,6.3958335,16.1175,.84249997,.15616667,3.3258328,,,,,,,,,,,,,1,0,0,0,0,,Low,.77917647,.99000001,Later Changes,.83999997,Later Changes
10,7vafalgo,2018-05-03 07:06:14.886999+00:00,100.16,2,6,173,8.300000000000001,3,Low,7,.67,1,0,0,0,0,5,5,1,15,14,11.03,8.300000000000001,6,6,n1mnaei9,Session 8,Low,,,,0,0,7,4,19,1,13.3,1,2,21,1,1,4,1,95,2,5,1,1,4,5,4,5,3,.16666667,.16666667,2,3,5,1,4,2,4,3,2,2,5,2,1,5,3,3,5,2,2,5,5,5,3,2,6,6,1,3,6,3,2,2,3,3,2,7,4,6,7,7,7,7,7,7,5,2,7,1,7,7,5,7,1,2,6,1,5,5,5,3,5,2,5,5,5,5,5,5,5,2,4,5,5,5,7,6,5,2,1,6,1,6,6,2,5,1,3,1,6,1,5,4,7,7,7,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Pre-change,0,1,Low-to-High,.76636362,0,37,5,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.9444444,1.7777778,6.1111112,4.3000002,4.181818,4.5,4.3000002,4.909091,7,5.5,6.5,7,6,0,.38888887,0,0,,,.54250002,0,-.54250002,,,,,,,,,,,,,,,100.16,6.0096002,0,2.73,19.33,9.4591665,7.2383332,16.6975,.72916669,.23990908,2.2208333,,,,,,,,,,,,,1,0,0,0,1,0,Low,.77917647,.99000001,Later Changes,.83999997,0
5,7zflw3xx,2018-04-30 15:06:22.294377+00:00,102.2,1,30,734,6,2,High,6,1,1,0,0,0,0,,,,,6,6,5,30,6,lwtt3tip,Session 3,Low,,,,0,1,2,7,40,1,0,1,2,20,1,3,2,1,95,1,3,2,2,6,2,2,6,3,.5,.66666669,7,5,7,1,3,3,2,6,5,5,6,5,2,5,7,2,2,2,5,6,2,4,5,1,7,6,2,6,5,2,3,2,1,1,1,2,3,7,6,4,2,5,7,7,4,2,6,5,4,4,2,5,3,1,6,7,2,6,7,2,6,5,3,6,6,5,4,3,5,2,2,5,5,4,1,3,3,7,5,6,2,4,6,3,5,2,2,5,6,7,6,6,6,6,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Post-change,1,0,Low-to-High,.76636362,0,38,4,,1,,,0,.40000001,.2,1,.16666667,0,.2857143,.14285715,0,.33333334,.16666667,1,.96377778,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4.8333335,4.3333335,5.3333335,5.3000002,5,5.25,5.3000002,3.3636363,2,4,7,6.5,4,0,.8888889,1,0,.77200001,.92571431,,,,.40000001,.18942857,1,.94566667,0,.054333333,.86000001,.94999999,.1537143,.089999974,.1537143,.089999974,-.1537143,0,102.2,6.132,1,1,11,8.5166664,6.3016667,14.818334,.86166668,.036222223,2.2149997,11.948,6.0657144,5.8822856,-5.8822856,7.2800002,5.6028571,1.6771431,-1.6771431,,11.668571,,,2,0,0,0,1,.14285715,High,.77917647,.99000001,Earlier Changes,.63999999,Earlier Changes
7,9e1ec8h6,2018-05-03 07:06:14.962637+00:00,132.91,1,6,173,11.03,3,Low,7,.67,1,0,0,0,0,5,5,1,15,14,11.03,8.300000000000001,6,6,n1mnaei9,Session 8,Low,,,,0,0,8,1,45,1,31.5,1,2,21,1,2,7,1,89,1,3,2,2,6,2,1,6,6,1,.5,6,7,2,3,3,3,3,2,1,2,3,1,3,5,2,3,5,3,3,4,3,3,3,1,5,6,5,1,3,5,5,3,3,3,5,3,2,6,6,5,3,5,6,6,5,3,2,2,6,5,2,5,3,2,7,3,5,4,4,3,3,4,2,3,5,2,5,4,4,2,6,5,5,5,6,4,3,3,3,5,1,5,5,4,5,3,5,3,6,2,5,5,6,4,6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Pre-change,0,1,Low-to-High,.76636362,0,46,5,0,0,1,1,0,0,0,0,0,0,.16666667,.083333336,0,.083333336,.041666668,.99333334,.90458333,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.2222223,3.2222223,5.2222223,3.5,3.4545455,3.5,3.5,4.4545455,3,3.5,6,6,5,0,.66666669,0,0,.60833335,.53666669,,,,.0066666664,.18416667,.99333334,.81583333,.0066666664,.18416667,.61500001,.57499999,-.071666658,-.040000021,.071666658,.040000021,.071666658,0,132.91,7.9746003,0,2.73,19.33,8.4508333,8.8299999,17.280834,.57249999,.095416665,-.3791666,10.508333,6.3933334,4.1149998,-4.1149998,8.8833332,8.7766666,.10666656,-.10666656,19.391666,15.17,4.2216663,-4.2216663,1,0,0,0,1,0,Low,.77917647,.99000001,Later Changes,.83999997,0
12,9shr2uvo,2018-05-03 07:06:14.932488+00:00,97.19,2,6,178,5,8,High,4,1,1,0,0,1,0,,,,,6,6,5,6,6,n1mnaei9,Session 8,Low,,,,0,0,3,10,40,1,28,1,1,20,1,1,3,1,85,2,5,1,1,7,2,2,5,5,.5,.83333331,4,7,6,1,4,5,4,6,2,3,3,2,2,4,3,2,2,5,6,6,2,2,5,1,4,5,2,5,4,2,2,3,1,2,4,4,2,7,6,5,2,6,6,6,5,3,6,3,5,5,2,5,2,4,6,4,5,6,4,6,4,2,2,6,2,4,4,2,5,1,3,2,5,2,2,2,1,2,2,5,1,6,6,3,5,2,3,6,4,2,6,5,6,6,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Post-change,1,0,Low-to-High,.76636362,0,47,5,,1,,,.25,0,.125,1,,.125,.125,.125,.16666667,.083333336,.125,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4.2222223,2.8888888,5.5555553,3.9000001,4.090909,5.5,3.9000001,2.6363637,3,4,6.5,6,5,0,.77777773,1,0,,,.249,.1235,-.12549999,,,,,,,,,,,,,,,97.190002,5.8313999,1,1,11,8.4233332,5.7658334,14.189167,.90416664,.148,2.6574998,,,,,,,,,,,,,2,0,0,0,0,,High,.77917647,.99000001,Earlier Changes,.63999999,Earlier Changes
20,9tanfpml,2018-04-30 15:06:22.450502+00:00,96.5,2,30,737,7.7,5,Low,8,.73,1,0,0,0,0,5,5,1,15,14,11.57,7.7,30,6,lwtt3tip,Session 3,Low,,,,0,0,5,9,9,1,6.3,1,1,19,1,1,6,1,70,2,3,1,1,7,1,1,5,3,.66666669,.66666669,5,1,5,2,3,3,3,2,2,3,3,2,3,3,3,4,3,6,5,5,2,6,6,1,5,5,2,6,6,2,2,2,2,2,2,5,2,6,7,5,4,6,3,6,3,1,4,3,4,5,3,5,2,3,5,3,4,5,3,4,5,5,4,5,5,5,3,5,5,3,5,5,5,3,3,3,6,5,2,6,3,5,5,2,5,2,3,3,6,2,6,5,5,4,6,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,Pre-change,0,1,Low-to-High,.76636362,0,48,4,0,0,1,1,.16666667,0,.083333336,0,,0,.33333334,.16666667,.083333336,.16666667,.125,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.1666665,3,5.3333335,4.4000001,4.3636365,4.25,4.4000001,4.181818,4.5,4,4.5,6.5,4,0,.44444445,0,0,,,0,0,0,,,,,,,,,,,,,,,96.5,5.79,0,3.8699999,19.27,9.3016663,7.5166669,16.818333,.74833333,0,1.7849994,,,,,,,,,,,,,1,0,0,0,0,,Low,.77917647,.99000001,Later Changes,.83999997,Later Changes
9,a8cg7hrn,2018-04-30 15:06:22.508959+00:00,112.99,1,30,737,11.57,5,Low,8,.73,1,0,0,0,0,5,5,1,15,14,11.57,7.7,30,6,lwtt3tip,Session 3,Low,,,,0,1,2,10,75,1,0,1,1,21,1,2,7,1,80,1,3,2,2,6,2,2,6,5,.83333331,.33333334,6,6,7,1,5,1,6,2,4,3,3,2,2,5,3,2,3,5,3,3,4,3,2,2,6,5,5,3,2,1,5,6,1,1,4,3,2,4,5,6,3,5,3,6,6,5,6,2,6,6,2,6,3,5,5,2,7,4,5,5,2,2,5,2,2,5,6,2,5,2,5,6,6,3,4,2,2,3,3,6,6,6,6,6,6,2,6,5,6,1,6,5,6,6,6,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,Pre-change,0,1,Low-to-High,.76636362,0,49,4,0,0,1,1,.42857143,.2857143,.35714287,0,0,0,0,0,.25,.16666667,.20833333,1,.90960002,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.0555553,4.1111112,6,3.5999999,3.7272727,4,3.5999999,3.909091,3,3.5,3.5,5.5,6,0,.8888889,0,0,.73428571,.722,,,,.14285715,.38080001,1,.77399999,0,.22600001,.73000002,.75,-.012285709,.019999981,.012285709,.019999981,.012285709,1,112.99,6.7793999,0,3.8699999,19.27,9.4158335,7.4483333,16.864166,.72916669,.090400003,1.9675002,11.608571,6.3460002,5.2625709,-5.2625709,7.6571426,7.1560001,.5011425,-.5011425,19.265715,13.502,5.7637148,-5.7637148,1,0,0,0,0,,Low,.77917647,.99000001,Later Changes,.83999997,Later Changes
19,aca6ye04,2018-05-02 15:06:26.149240+00:00,119.13,1,6,195,5.25,8,High,4,.25,1,0,0,0,0,5,5,1,15,6,5.25,12.5,6,6,6gnxyx9b,Session 7,Low,,,,0,0,6,8,40,1,28,1,1,20,1,4,7,2,88,1,3,2,2,6,1,1,4,6,.83333331,.16666667,6,5,5,1,1,2,2,1,5,3,3,5,2,6,5,6,2,6,6,6,5,3,3,1,3,6,3,4,6,2,3,3,5,5,2,7,3,3,7,6,6,6,3,3,6,5,7,2,6,6,2,6,2,4,1,2,2,6,5,4,3,3,2,3,2,7,3,5,2,1,2,2,2,2,3,6,6,5,5,7,5,7,6,3,5,2,3,3,6,2,6,6,6,7,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Post-change,1,0,Low-to-High,.76636362,0,50,2,0,0,1,1,0,.33333334,.16666667,1,0,.22222222,0,.11111111,.16666667,.083333336,.125,1,.91666669,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5,3.7777777,6.2222223,3.5,3.5454545,4.5,3.5,3.090909,6.5,4.5,3,5,6,0,.72222227,1,0,.83333331,.53555554,,,,.33333334,.30555555,1,.89285713,0,.10714286,.75,.67000002,-.29777777,-.079999983,.29777777,.079999983,.29777777,0,119.13,7.1478,0,7.25,17.75,7.5941668,8.5816669,16.175833,.61000001,.083333336,-.98750019,12.5,5.958889,6.541111,-6.541111,6.6666665,9.2200003,2.5533338,2.5533338,,15.178889,,,2,0,0,0,0,,Low,.77917647,.99000001,Earlier Changes,.63999999,Earlier Changes
